mN/GeV	BrNtovee	BrNtovmumu	BrNtovemu	BrNto2tracks	BrNtoinvistoMATHUSLA
0.4585942053541797	0.042225772017382576	0.0032055207097316982	0.04926195005226354	0.5429388085635112	0.36236794865711097
0.46688516567750976	0.04321554915932664	0.0034126060403944112	0.0510952729644038	0.5399302967995149	0.3623462750363602
0.4753260189176723	0.044232002035137746	0.003627432850815235	0.05297673988206695	0.5368334714240768	0.36233035380790335
0.4839194750003745	0.045275232599708816	0.0038500546510709006	0.0549067248172253	0.5336480591593237	0.3623199287726712
0.4926682928442811	0.046345325160492404	0.004080517782444706	0.056885557040199514	0.530373841703835	0.36231475831302845
0.5015752812467621	0.04743977189689091	0.004318626894381483	0.058910323719023515	0.5270363097998182	0.3622949676898858
0.5106432997856537	0.04855588413639947	0.004564133316908573	0.06097771713633751	0.5236609423976485	0.36224132301270606
0.5198752597373226	0.04969407208247396	0.0048170511717498645	0.06308819548009324	0.5202415043469449	0.3621591769187381
0.5292741250113271	0.050854697458872215	0.005077389229905643	0.06524216231118479	0.5167724189786381	0.36205333202139917
0.538842913101977	0.05203807440304498	0.005345150504386982	0.06743996432652567	0.5132487161416152	0.3619280946244271
0.5485846960570967	0.05324444035630878	0.005620328698980409	0.06968185011644132	0.5096657119869823	0.36178766884128727
0.5585026014643026	0.05446509046182415	0.005901946638843054	0.07195625290682992	0.5059366582973155	0.36174005169518736
0.5685998134551102	0.055693976887235645	0.006189221790034638	0.07425471372641959	0.5020095108836695	0.36185257671264065
0.5788795737271971	0.056932436575848205	0.0064821445173660315	0.07657842534875425	0.49790396849529317	0.3621030250627383
0.5893451825851455	0.05818170897229195	0.0067807081769234905	0.07892852578301132	0.49363783744498324	0.36247121962279005
0.6	0.059442933662689365	0.007084907460351012	0.08130608590192122	0.48922716263699345	0.3629389103380448
